genome_ID,assembly_accession,organism_name,superkingdom,phylum,class,order,family,genus,genome_size,proteins,completeness,contamination,nif_type,oxygen_discrete,oxygen_numeric,temperature,temp_discrete,pH,pH_discrete,habitat,habitat_richness,metabolic_richness,gene_number,gene_complexity,root_distance
G000012885,GCF_000012885.1,Pelobacter carbinolicus DSM 2380,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,3.665893,3242,99.35,0.65,nif,anaerobe,2,37.1,Mesophile,6.2,Neutrophile,Freshwater,0.13,0.257731959,38,0.408602151,0.763798423
G000023225,GCF_000023225.1,Desulfomicrobium baculatum DSM 4028,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,3.942657,3455,99.96,0,nif,anaerobe,2,30.9,Mesophile,6.3,Neutrophile,Freshwater,0.07,0.170103093,39,0.419354839,0.845640607
G000023445,GCF_000023445.1,Desulfovibrio salexigens DSM 2638,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,4.289847,3843,100,0.07,nif,anaerobe,2,38.8,Mesophile,6.3,Neutrophile,Terrestrial,0,0.206185567,39,0.419354839,0.951915996
G000420485,GCF_000420485.1,Desulfovibrio longus DSM 6739,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,3.701832,3380,100,0.2,nif,anaerobe,2,35.6,Mesophile,6.4,Neutrophile,Freshwater,0.01,0.180412371,39,0.419354839,0.906079233
G000689195,GCF_000689195.1,Sphaerotilus natans subsp. natans DSM 6575,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,0,Sphaerotilus,4.592824,4159,98.49,0.62,nif,aerobe,1,28.8,Mesophile,6.5,Neutrophile,Freshwater,0.35,0.355670103,38,0.408602151,0.862797995
G000734895,GCF_000734895.2,Calothrix sp. 336/3,Bacteria,Cyanobacteria,0,Nostocales,Rivulariaceae,Calothrix,6.420126,5416,100,0,nif,aerobe,1,32.2,Mesophile,6.6,Neutrophile,Freshwater,0.09,0.216494845,39,0.419354839,0.812571334
G900130065,GCF_900130065.1,Sporobacter termitidis DSM 10068,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter,4.198214,3807,98.66,0.04,nif,anaerobe,2,32.9,Mesophile,6.6,Neutrophile,Host-associated,0.19,0.149484536,41,0.440860215,0.946960131
G001278055,GCF_001278055.1,Desulfuromonas soudanensis,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,3.95862,3528,99.03,0.65,nif,anaerobe,2,24.5,Mesophile,6.6,Neutrophile,Saline,0.15,0.231958763,39,0.419354839,0.709923803
G000017845,GCF_000017845.1,Cyanothece sp. ATCC 51142,Bacteria,Cyanobacteria,0,Oscillatoriales,Cyanothecaceae,Cyanothece,5.460377,5091,99.96,0,nif,aerobe,1,32.3,Mesophile,6.7,Neutrophile,Freshwater,0.09,0.201030928,39,0.419354839,0.839114825
G000422205,GCF_000422205.1,Desulfovibrio sp. X2,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,3.912295,3450,99.41,0,nif,NA,NA,32.4,Mesophile,6.7,Neutrophile,Saline,0,0.175257732,39,0.419354839,0.878578465
G000961655,GCA_000961655.1,Desulfatitalea sp. BRH_c12,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatitalea,5.997605,5134,98.39,2.58,nif,anaerobe,2,37.8,Mesophile,6.8,Neutrophile,Terrestrial,0.11,0.226804124,40,0.430107527,0.850509092
G000309385,GCF_000309385.1,Nodosilinea nodulosa PCC 7104,Bacteria,Cyanobacteria,0,Synechococcales,Leptolyngbyaceae,Nodosilinea,6.891283,6335,99.18,3.62,nif,aerobe,1,38.9,Mesophile,6.9,Neutrophile,Saline,0.09,0.226804124,39,0.419354839,0.758318029
G000021805,GCF_000021805.1,Cyanothece sp. PCC 8801,Bacteria,Cyanobacteria,0,Oscillatoriales,Cyanothecaceae,Cyanothece,4.787694,4540,99.56,0,nif,NA,NA,35.6,Mesophile,6.9,Neutrophile,Freshwater,0.1,0.237113402,39,0.419354839,0.821858837
G000019785,GCF_000019785.1,Leptothrix cholodnii SP-6,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,0,Leptothrix,4.909403,4366,100,0,nif,aerobe,1,28.6,Mesophile,6.9,Neutrophile,Freshwater,0.37,0.31443299,39,0.419354839,0.858334793
G000375485,GCF_000375485.1,Desulfovibrio oxyclinae DSM 11498,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,3.324581,3097,95.27,1.78,nif,anaerobe,2,37.1,Mesophile,7,Neutrophile,Saline,0.01,0.180412371,39,0.419354839,0.922385478
G000183725,GCF_000183725.1,Sulfuricurvum kujiense DSM 16994,Bacteria,Epsilonproteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum,2.819357,2816,99.59,2.05,nif,anaerobe,2,25,Mesophile,7,Neutrophile,Freshwater,0.11,0.190721649,38,0.408602151,0.954597689
G000332155,GCF_000332155.1,Kamptonema formosum PCC 6407,Bacteria,Cyanobacteria,0,Oscillatoriales,Microcoleaceae,Kamptonema,6.89406,5762,99.56,0.44,nif,aerobe,1,30.7,Mesophile,7.1,Neutrophile,Freshwater,0.09,0.216494845,39,0.419354839,0.773471945
G000312705,GCF_000312705.1,Anabaena sp. 90,Bacteria,Cyanobacteria,0,Nostocales,Nostocaceae,Anabaena,5.305675,4875,99.67,0,nif,NA,NA,31.6,Mesophile,7.2,Neutrophile,Freshwater,0.16,0.201030928,39,0.419354839,0.870195303
G000702665,GCF_000702665.1,Desulfovibrio alcoholivorans DSM 5433,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,5.128906,4515,100,2.98,nif,anaerobe,2,35.6,Mesophile,7.4,Neutrophile,Freshwater,0.04,0.170103093,39,0.419354839,0.917459699
G000517085,GCF_000517085.1,Saccharicrinis fermentans DSM 9555 = JCM 21142,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Saccharicrinis,5.982061,4754,100,0.54,nif,NA,NA,33.9,Mesophile,7.4,Neutrophile,Saline,0.01,0.175257732,43,0.462365591,1.145669085
G000974365,GCF_000974365.1,Geofilum rubicundum JCM 15548,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Geofilum,4.9214,4649,98.1,1.27,nif,anaerobe,2,33,Mesophile,7.8,Neutrophile,Saline,0.14,0.237113402,41,0.440860215,1.168810597
G000147335,GCF_000147335.1,Cyanothece sp. PCC 7822,Bacteria,Cyanobacteria,0,Oscillatoriales,Cyanothecaceae,Cyanothece,7.841948,6996,99.82,0.88,nif,aerobe,1,34,Mesophile,5.1,Acidophile,Freshwater,0.08,0.242268041,40,0.430107527,0.832827953
G000169335,GCF_000169335.1,Cyanothece sp. CCY0110,Bacteria,Cyanobacteria,0,Oscillatoriales,Cyanothecaceae,Cyanothece,5.880532,5700,99.78,0.22,nif,NA,NA,31.9,Mesophile,5.4,Acidophile,Freshwater,0.1,0.216494845,39,0.419354839,0.843043011
G000455485,GCF_000455485.1,Gorillibacterium massiliense,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Gorillibacterium,5.546433,5146,98.12,0.56,anf,NA,NA,33.2,Mesophile,5.7,Neutrophile,Host-associated,0.11,0.298969072,39,0.419354839,0.70839243
G000332255,GCF_000332255.1,cyanobacterium PCC 7702,Bacteria,Cyanobacteria,0,0,0,0,4.903153,4319,99.28,0.24,vnf,aerobe,1,39.9,Mesophile,5.9,Neutrophile,Freshwater,0.07,0.211340206,40,0.430107527,0.840310038
G000316625,GCF_000316625.1,Nostoc sp. PCC 7107,Bacteria,Cyanobacteria,0,Nostocales,Nostocaceae,Nostoc,6.329823,5470,99.26,0.33,nif,aerobe,1,33,Mesophile,6,Neutrophile,Freshwater,0.14,0.211340206,40,0.430107527,0.80318507
G000212675,GCF_000212675.2,Desulfovibrio africanus str. Walvis Bay,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,4.200534,3785,100,0,nif,anaerobe,2,35.2,Mesophile,6.2,Neutrophile,Saline,0,0.190721649,40,0.430107527,0.855453401
G000969985,GCF_000969985.1,Methanosarcina barkeri str. Wiesmoor,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,4.907186,4066,99.84,0.65,vnf/anf,anaerobe,2,39.4,Mesophile,6.3,Neutrophile,Freshwater,0.13,0.180412371,41,0.440860215,0.888842876
G001904655,GCF_001904655.1,Chroogloeocystis siderophila 5.2 s.c.1,Bacteria,Cyanobacteria,0,Chroococcales,Chroococcaceae,Chroogloeocystis,5.009995,4675,99.78,0.78,nif,aerobe,1,37.4,Mesophile,6.5,Neutrophile,Freshwater,0.09,0.216494845,40,0.430107527,0.781269414
G001904645,GCF_001904645.1,Fischerella major NIES-592,Bacteria,Cyanobacteria,0,Nostocales,Hapalosiphonaceae,Fischerella,5.639496,4813,99.76,0.48,nif,aerobe,1,36.1,Mesophile,6.5,Neutrophile,Freshwater,0.03,0.237113402,40,0.430107527,0.825615891
G000970305,GCF_000970305.1,Methanosarcina barkeri 3,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,4.560446,3766,99.18,0.65,vnf/anf,anaerobe,2,38.9,Mesophile,6.5,Neutrophile,Terrestrial,0.14,0.18556701,41,0.440860215,0.856831629
G000284235,GCF_000284235.1,Arcobacter sp. L,Bacteria,Epsilonproteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,2.947662,2879,99.59,0.41,nif,NA,NA,28.2,Mesophile,6.5,Neutrophile,Host-associated,0.14,0.221649485,39,0.419354839,0.971274388
G000332095,GCF_000332095.2,Leptolyngbya sp. PCC 6406,Bacteria,Cyanobacteria,0,Synechococcales,Leptolyngbyaceae,Leptolyngbya,5.776957,5194,98.64,2.36,nif,NA,NA,39,Mesophile,6.6,Neutrophile,Freshwater,0.06,0.221649485,40,0.430107527,0.735987823
G000009705,GCF_000009705.1,Nostoc sp. PCC 7120,Bacteria,Cyanobacteria,0,Nostocales,Nostocaceae,Nostoc,7.211789,6159,99.19,0,nif,aerobe,1,32.3,Mesophile,6.7,Neutrophile,Freshwater,0.13,0.216494845,40,0.430107527,0.830548131
G000180455,GCF_000180455.1,[Oscillatoria] sp. PCC 6506,Bacteria,Cyanobacteria,0,Oscillatoriales,Microcoleaceae,Kamptonema,6.676705,5664,99.12,0.44,nif,aerobe,1,31,Mesophile,7.1,Neutrophile,Freshwater,0.09,0.216494845,40,0.430107527,0.776042887
G000195755,GCF_000195755.1,Desulfovibrio vulgaris str. Hildenborough,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,3.773159,3309,99.41,0,nif,anaerobe,2,33.1,Mesophile,7.3,Neutrophile,Terrestrial,0.03,0.175257732,40,0.430107527,0.851003323
G900143695,GCF_900143695.1,Desulfopila aestuarii DSM 18488,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila,6.065581,5323,99.91,0.6,nif,anaerobe,2,35,Mesophile,7.5,Neutrophile,Saline,0.11,0.206185567,40,0.430107527,0.826155701
G000179555,GCF_000179555.1,Desulfovibrio fructosivorans JJ,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,4.673595,4151,100,0,nif,anaerobe,2,35.5,Mesophile,7.6,Neutrophile,Freshwater,0.03,0.170103093,41,0.440860215,0.935698146
G000155695,GCF_000155695.1,Verrucomicrobiae bacterium DG1235,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,0,0,5.775745,4704,100,1.35,nif,aerobe,1,26.1,Mesophile,7.7,Neutrophile,Host-associated,0,0.216494845,39,0.419354839,0.810104353
G000346485,GCF_000346485.2,Scytonema hofmannii PCC 7110,Bacteria,Cyanobacteria,0,Nostocales,Scytonemataceae,Scytonema,12.29441,10912,99.76,2.77,nif,aerobe,1,33.4,Mesophile,4.7,Acidophile,Freshwater,0.04,0.226804124,41,0.440860215,0.819884156
G000970125,GCA_000970125.1,Methanosarcina siciliae HI350,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,4.941115,4178,99.84,0.65,vnf,anaerobe,2,38.3,Mesophile,5,Acidophile,Saline,0.12,0.180412371,42,0.451612903,0.835125256
G001045675,GCF_001045675.1,Megasphaera cerevisiae DSM 20462,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,3.236325,3231,100,1.87,anf,anaerobe,2,35.2,Mesophile,5.8,Neutrophile,Terrestrial,0.09,0.164948454,41,0.440860215,0.728906817
G000733415,GCF_000733415.1,Leptolyngbya sp. JSC-1,Bacteria,Cyanobacteria,0,Synechococcales,Leptolyngbyaceae,Leptolyngbya,7.866824,6564,99.53,1.3,nif,aerobe,1,35.9,Mesophile,5.9,Neutrophile,Freshwater,0.09,0.25257732,41,0.440860215,0.71671208
G000353285,GCF_000353285.1,Leptolyngbya boryana PCC 6306,Bacteria,Cyanobacteria,0,Synechococcales,Leptolyngbyaceae,Leptolyngbya,7.262454,6812,99.41,1.18,nif,aerobe,1,31.1,Mesophile,5.9,Neutrophile,Freshwater,0.04,0.231958763,41,0.440860215,0.751003303
G000380225,GCF_000380225.1,filamentous cyanobacterium ESFC-1,Bacteria,Cyanobacteria,0,Oscillatoriales,0,0,5.632035,4891,99.04,0.44,nif,aerobe,1,38.4,Mesophile,6.1,Neutrophile,Freshwater,0.04,0.226804124,41,0.440860215,0.779707043
G000317515,GCF_000317515.1,Microcoleus sp. PCC 7113,Bacteria,Cyanobacteria,0,Oscillatoriales,Microcoleaceae,Microcoleus,7.96651,6718,99.56,0.23,nif,aerobe,1,34.4,Mesophile,6.1,Neutrophile,Freshwater,0.13,0.24742268,42,0.451612903,0.768275446
G900142125,GCF_900142125.1,Malonomonas rubra DSM 5091,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Malonomonas,3.961631,3686,99.35,0,nif,anaerobe,2,32.5,Mesophile,6.1,Neutrophile,Saline,0.12,0.221649485,41,0.440860215,0.736787935
G000317225,GCF_000317225.1,Fischerella thermalis PCC 7521,Bacteria,Cyanobacteria,0,Nostocales,Hapalosiphonaceae,Fischerella,5.438272,4662,99.76,0.48,nif,NA,NA,36.7,Mesophile,6.2,Neutrophile,Freshwater,0.03,0.242268041,41,0.440860215,0.823672179
G000820505,GCF_000820505.1,Geoalkalibacter ferrihydriticus DSM 17813,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geoalkalibacter,3.839692,3492,99.35,0.65,nif,anaerobe,2,35.7,Mesophile,6.2,Neutrophile,Saline,0.1,0.221649485,41,0.440860215,0.701696662
G000247605,GCF_000247605.1,Acetobacterium woodii DSM 1030,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,4.044777,3631,100,1.06,anf,anaerobe,2,35.4,Mesophile,6.2,Neutrophile,Terrestrial,0.03,0.175257732,40,0.430107527,0.847045585
G000332055,GCF_000332055.1,Xenococcus sp. PCC 7305,Bacteria,Cyanobacteria,0,Pleurocapsales,Xenococcaceae,Xenococcus,5.929641,5361,99.78,0.22,nif,aerobe,1,26.4,Mesophile,6.3,Neutrophile,Terrestrial,0.11,0.242268041,41,0.440860215,0.828643885
G000621145,GCF_000621145.1,Desulfobulbus elongatus DSM 2908,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,3.961953,3524,99.82,0.6,anf,anaerobe,2,35,Mesophile,6.5,Neutrophile,Freshwater,0.13,0.206185567,42,0.451612903,0.816142336
G000478195,GCF_000478195.2,Lyngbya aestuarii BL J,Bacteria,Cyanobacteria,0,Oscillatoriales,Oscillatoriaceae,Lyngbya,6.867625,5949,99.74,4.58,nif,aerobe,1,32.2,Mesophile,6.6,Neutrophile,Saline,0.08,0.231958763,41,0.440860215,0.831231159
G000155555,GCF_000155555.1,Coleofasciculus chthonoplastes PCC 7420,Bacteria,Cyanobacteria,0,Oscillatoriales,Coleofasciculaceae,Coleofasciculus,8.679041,7194,98.93,0.96,nif,aerobe,1,32.9,Mesophile,6.7,Neutrophile,Saline,0.06,0.242268041,41,0.440860215,0.783992723
G000429305,GCF_000429305.1,Desulfovibrio inopinatus DSM 10711,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,5.76755,5019,100,0.6,nif,anaerobe,2,33.8,Mesophile,6.8,Neutrophile,Saline,0,0.211340206,41,0.440860215,0.864880525
G000266945,GCF_000266945.1,Desulfomonile tiedjei DSM 6799,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,6.527027,5626,98.39,1.29,nif,anaerobe,2,36.2,Mesophile,6.9,Neutrophile,Terrestrial,0.06,0.175257732,40,0.430107527,0.725226294
G000340885,GCF_000340885.1,Clostridium saccharoperbutylacetonicum N1-4(HMT),Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,6.666445,5845,99.19,1.69,anf,anaerobe,2,34.9,Mesophile,6.9,Neutrophile,Host-associated,0.21,0.231958763,41,0.440860215,0.931449358
G001746915,GCF_001746915.1,Desertifilum sp. IPPAS B-1220,Bacteria,Cyanobacteria,0,Oscillatoriales,Coleofasciculaceae,Desertifilum,6.090726,5129,99.29,0.47,nif,aerobe,1,38.1,Mesophile,7,Neutrophile,Terrestrial,0.03,0.231958763,41,0.440860215,0.731341679
G000597725,GCF_000597725.1,Sulfurospirillum arcachonense DSM 9755,Bacteria,Epsilonproteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,2.656384,2672,99.62,0,nif,anaerobe,2,30.8,Mesophile,7,Neutrophile,Saline,0.07,0.164948454,40,0.430107527,0.887705083
G000014865,GCF_000014865.1,Magnetococcus marinus MC-1,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Magnetococcus,4.719581,3924,98.32,0.84,nif,microaerophile,4,25,Mesophile,7,Neutrophile,Saline,0,0.201030928,41,0.440860215,0.604896823
G000189295,GCF_000189295.2,Desulfovibrio desulfuricans ND132,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,3.85858,3472,100,0.59,nif,anaerobe,2,33.9,Mesophile,7.1,Neutrophile,Saline,0.02,0.159793814,41,0.440860215,0.923351115
G000332335,GCF_000332335.1,Oscillatoria sp. PCC 10802,Bacteria,Cyanobacteria,0,Oscillatoriales,Oscillatoriaceae,Oscillatoria,8.594406,6954,100,0.58,nif,aerobe,1,32.2,Mesophile,7.2,Neutrophile,Freshwater,0.03,0.226804124,41,0.440860215,0.753857122
G001660705,GCF_001660705.2,Labilibacter aurantiacus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Labilibacter,5.879763,4572,100,1.27,nif,facultative,3,28,Mesophile,7.3,Neutrophile,Host-associated,0,0.231958763,40,0.430107527,1.129583837
G000935065,GCF_000935065.1,Arcobacter anaerophilus,Bacteria,Epsilonproteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,3.247305,3524,97.83,1.56,nif,anaerobe,2,30,Mesophile,7.5,Neutrophile,Saline,0.09,0.18556701,40,0.430107527,0.957228923
G000429905,GCF_000429905.1,Desulfatibacillum aliphaticivorans DSM 15576,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,6.46996,5316,98.7,0.65,nif,anaerobe,2,31.5,Mesophile,7.5,Neutrophile,Saline,0.11,0.190721649,40,0.430107527,0.821277427
G000317635,GCF_000317635.1,Halothece sp. PCC 7418,Bacteria,Cyanobacteria,0,Chroococcales,Aphanothecaceae,Halothece,4.17917,3848,99.48,0.22,nif,NA,NA,33,Mesophile,7.6,Neutrophile,Freshwater,0.02,0.206185567,41,0.440860215,0.796378453
G000341895,GCF_000341895.1,Desulfovibrio piezophilus C1TLV30,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,3.646098,3332,100,0,nif,anaerobe,2,30.8,Mesophile,7.6,Neutrophile,Saline,0.03,0.175257732,41,0.440860215,0.932843991
G001857665,GCF_001857665.1,Acidithiobacillus ferrivorans,Bacteria,Acidithiobacillia,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,3.298172,3430,99.34,2.64,nif,facultative,3,25,Mesophile,1.9,Acidophile,Freshwater,0.08,0.242268041,41,0.440860215,0.687559782
G000214095,GCF_000214095.2,Acidithiobacillus ferrivorans SS3,Bacteria,Acidithiobacillia,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,3.207552,3251,99.34,1.86,nif,facultative,3,33,Mesophile,2.5,Acidophile,Terrestrial,0.08,0.242268041,41,0.440860215,0.687395118
G000760695,GCF_000760695.2,Tolypothrix bouteillei VB521301,Bacteria,Cyanobacteria,0,Nostocales,Tolypothrichaceae,Tolypothrix,11.572263,9601,97.22,1.35,nif,aerobe,1,33.8,Mesophile,4.2,Acidophile,Terrestrial,0.06,0.25257732,42,0.451612903,0.810646499
G000179315,GCF_000179315.1,delta proteobacterium NaphS2,Bacteria,Deltaproteobacteria,Deltaproteobacteria,0,0,0,6.554722,6866,94.52,2.39,nif,anaerobe,2,41.2,Mesophile,4.8,Acidophile,Saline,0.12,0.201030928,42,0.451612903,0.816108441
G000515255,GCF_000515255.1,Rhodovibrio salinarum DSM 9154,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodovibrio,4.176524,3797,99.57,1.74,nif,anaerobe,2,31.1,Mesophile,5.7,Neutrophile,Hydrothermal,0.11,0.309278351,42,0.451612903,0.812110652
G000331305,GCF_000331305.1,Calothrix sp. PCC 7103,Bacteria,Cyanobacteria,0,Nostocales,Rivulariaceae,Calothrix,11.584393,10233,99.39,1.14,nif,aerobe,1,31.2,Mesophile,6,Neutrophile,Freshwater,0.1,0.231958763,42,0.451612903,0.829653088
G000379365,GCF_000379365.1,Verrucomicrobium sp. 3C,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,2.772066,2789,97.93,0.68,nif,NA,NA,39.5,Mesophile,6,Neutrophile,Freshwater,0,0.149484536,42,0.451612903,0.87778597
G000317245,GCF_000317245.1,Fischerella muscicola SAG 1427-1 = PCC 73103,Bacteria,Cyanobacteria,0,Nostocales,Hapalosiphonaceae,Fischerella,7.360256,6529,99.52,0.96,nif,aerobe,1,34.1,Mesophile,6.1,Neutrophile,Freshwater,0.03,0.226804124,42,0.451612903,0.818404102
G001184205,GCF_001184205.1,Desulfocarbo indianensis,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfocarbo,5.114044,4784,98.06,4.54,nif,anaerobe,2,40.6,Mesophile,6.1,Neutrophile,Terrestrial,0,0.190721649,42,0.451612903,0.778641668
G000756305,GCF_000756305.1,Myxosarcina sp. GI1,Bacteria,Cyanobacteria,0,Pleurocapsales,Hyellaceae,Myxosarcina,7.069859,6515,99.56,1.42,nif,aerobe,1,30.3,Mesophile,6.3,Neutrophile,Terrestrial,0.05,0.231958763,42,0.451612903,0.83427421
G000384395,GCF_000384395.1,Geopsychrobacter electrodiphilus DSM 16401,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geopsychrobacter,4.24173,3919,99.35,0.32,nif,anaerobe,2,29.7,Mesophile,6.3,Neutrophile,Freshwater,0.08,0.242268041,42,0.451612903,0.723726632
G900010725,GCA_900010725.1,Planktothrix serta PCC 8927,Bacteria,Cyanobacteria,0,Oscillatoriales,Microcoleaceae,Planktothrix,6.3,5856,98.77,0.78,nif,aerobe,1,33.5,Mesophile,6.4,Neutrophile,Freshwater,0.02,0.221649485,42,0.451612903,0.804109906
G000021905,GCF_000021905.1,Desulfatibacillum alkenivorans AK-01,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,6.517073,5288,99.35,1.14,nif,anaerobe,2,39.3,Mesophile,6.5,Neutrophile,Saline,0.11,0.195876289,41,0.440860215,0.817113269
G000010665,GCF_000010665.1,Desulfovibrio magneticus RS-1,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,5.31562,4555,100,0,nif,anaerobe,2,37.4,Mesophile,6.7,Neutrophile,Freshwater,0.02,0.170103093,42,0.451612903,0.928626152
G000519125,GCF_000519125.1,Desulfocurvus vexinensis DSM 17965,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfocurvus,3.627185,3304,99.41,0,nif,anaerobe,2,37,Mesophile,6.9,Neutrophile,Freshwater,0.01,0.170103093,42,0.451612903,0.82886382
G000428825,GCF_000428825.1,Desulfomicrobium escambiense DSM 10707,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,3.782107,3364,99.38,0,nif,anaerobe,2,31.7,Mesophile,7.1,Neutrophile,Freshwater,0.01,0.164948454,42,0.451612903,0.82538346
G000513295,GCF_000513295.1,Magnetospirillum gryphiswaldense MSR-1 v2,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,4.365796,4112,99.88,0,nif,NA,NA,29.3,Mesophile,7.1,Neutrophile,Host-associated,0.21,0.283505155,42,0.451612903,0.765720166
G900107645,GCA_900107645.1,Desulfuromusa kysingii,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromusa,3.744894,3364,99.35,0.97,nif,anaerobe,2,30.2,Mesophile,7.1,Neutrophile,Saline,0.11,0.211340206,43,0.462365591,0.759725174
G000025725,GCF_000025725.1,Denitrovibrio acetiphilus DSM 12809,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,3.222077,3021,98.22,0.86,nif,anaerobe,2,36.4,Mesophile,7.2,Neutrophile,Freshwater,0.01,0.180412371,41,0.440860215,0.704583741
G000332175,GCF_000332175.1,Pseudanabaena sp. PCC 6802,Bacteria,Cyanobacteria,0,Synechococcales,Pseudanabaenaceae,Pseudanabaena,5.621883,5327,99.76,0.71,nif,aerobe,1,33,Mesophile,7.3,Neutrophile,Freshwater,0.09,0.237113402,42,0.451612903,0.71056676
G000015505,GCF_000015505.1,Polaromonas naphthalenivorans CJ2,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,5.366143,5020,99.38,1.46,nif,aerobe,1,20,Mesophile,7.3,Neutrophile,Terrestrial,0.38,0.31443299,41,0.440860215,0.917135863
